0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
0,0,0,35,53,115,115,136,150,168,230,230,251,265,283,345,345,366,380,398,460,460,481,495,513,575,575,596,610,
